Question	Answer	Source	Metadata
I'm very bored	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
I'm bored AF	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
It's been a boring week	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
I could die from boredom	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
I can't think of anything I want to do	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
I can't help it. I'm bored	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
I can't help but be bored	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
I am so bored right now	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
I am so bored	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
I am bored at work	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
I am bored	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
I am always bored	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
I always seem to be bored	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
Help! I'm bored.	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
"God, I am so bored"	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
I'm bored as hell	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
There's nothing to do	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
What a boring Wednesday	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
What a boring Tuesday	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
What a boring Thursday	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
What a boring Sunday	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
What a boring Saturday	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
What a boring night	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
What a boring morning	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
What a boring Monday	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
What a boring Friday	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
What a boring day	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
What a boring afternoon	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
I'm super bored	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
Today has been boring	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
What a dull day	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
So bored	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
My day's been so boring	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
My day has been so dull	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
Mondays are so boring	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
Jeez I am so bored	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
I've never been so bored in my life	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
I've never been so bored 	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
I've been feeling pretty bored	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
I've been bored all day	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
It's just been a bit of a dull day	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
It's been an awfully boring day	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
It's been a dull ass day	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
Today has been dull	"Well, let me know if there's anything I can do for you."	qna_stockbuzz_Professional	editorial:stockbuzz
I'm absolutely ecstatic	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm happy af	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I?ÇÖm having a lovely day	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I?ÇÖm having a wonderful day	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I?ÇÖm in such a great mood	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I?ÇÖm on cloud nine	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I?ÇÖm over the moon	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I?ÇÖm overjoyed	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I?ÇÖm the happiest guy on earth	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I?ÇÖm walking on sunshine	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I?ÇÖve never been happier	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I?ÇÖm happy as a clam	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm absolutely buzzing	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I?ÇÖm feeling so chipper	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm absolutely overjoyed	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm all smiles	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm bursting with happiness	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm bursting with joy	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm buzzing	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm chuffed	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm euphoric	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm feeling cheery	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm feeling chipper	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
Best day ever	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm a happy camper	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I couldn?ÇÖt be happier	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I am a ball of joy	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I am a happy camper	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I am a jolly green giant	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I am a jolly person	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I am happy	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
"I am happy, oh so happy"	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I am joyous	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I am so jolly	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I can?ÇÖt stop smiling	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I can't help but be happy	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I?ÇÖm having a good day	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I can't stop smiling	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm happy as a clam	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I feel amazing	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I feel elated	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I feel fantastic	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I feel like I'm floating on air	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I feel so great	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I love my life	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I?ÇÖm a happy camper	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I?ÇÖm absolutely delighted	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I?ÇÖm feeling cheerful	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I?ÇÖm feeling giddy	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I can't help but be joyful	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
My spirits are excellent	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm feeling peachy	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm the happiest girl in the world	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm the happiest girl on earth	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm the happiest guy in the world	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm the happiest man in the world	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm tickled pink	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
It's hard not to be happy	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I've never been happier	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
Life is amazing	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
Life is awesome	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm the happiest gal in the world	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
Life is good	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm the happiest boy in the world	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
Oh happy day	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
Today is the best	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
We couldn?ÇÖt be happier	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
What a fantastic day	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
What a glorious day	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
what a great day	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
What a happy day	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
What a joyous day	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
What an amazing day	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
What can I say? I'm just happy	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
Life is beautiful	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm on cloud 9	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm having a great day	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm in a great mood	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm in good spirits	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm in such a good mood	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm joyous	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm just a cheerful gal	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm just a cheerful girl	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm just a cheerful kind of guy	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm just a cheerful person	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm just a cheery person	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm the happiest gal on earth	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm living the dream	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
You've never met anyone more joyful than me	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm on cloud nine	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm on top of the world	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm one happy camper	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm over the moon	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm positively buzzing	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm positively ecstatic	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm positively overjoyed	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm so gosh darn happy	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm so happy	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm so happy I could just die	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm just thrilled	I'm happy to hear that.	qna_stockbuzz_Professional	editorial:stockbuzz
I have returned	Hi.	qna_stockbuzz_Professional	editorial:stockbuzz
And we're back	Hi.	qna_stockbuzz_Professional	editorial:stockbuzz
Bot I'm here	Hi.	qna_stockbuzz_Professional	editorial:stockbuzz
Bro I'm here	Hi.	qna_stockbuzz_Professional	editorial:stockbuzz
Girl I am back	Hi.	qna_stockbuzz_Professional	editorial:stockbuzz
Here I am	Hi.	qna_stockbuzz_Professional	editorial:stockbuzz
Here I am dude	Hi.	qna_stockbuzz_Professional	editorial:stockbuzz
"Hey dude, I'm back"	Hi.	qna_stockbuzz_Professional	editorial:stockbuzz
Hey I'm back	Hi.	qna_stockbuzz_Professional	editorial:stockbuzz
I am here	Hi.	qna_stockbuzz_Professional	editorial:stockbuzz
I am present	Hi.	qna_stockbuzz_Professional	editorial:stockbuzz
And now I'm back	Hi.	qna_stockbuzz_Professional	editorial:stockbuzz
I have arrived	Hi.	qna_stockbuzz_Professional	editorial:stockbuzz
Your girl is back	Hi.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm back	Hi.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm back on the computer	Hi.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm here in the flesh	Hi.	qna_stockbuzz_Professional	editorial:stockbuzz
Sup I'm back	Hi.	qna_stockbuzz_Professional	editorial:stockbuzz
Tada! Here I am!	Hi.	qna_stockbuzz_Professional	editorial:stockbuzz
Tada! I'm back	Hi.	qna_stockbuzz_Professional	editorial:stockbuzz
Tada! I'm here	Hi.	qna_stockbuzz_Professional	editorial:stockbuzz
Yo I'm back	Hi.	qna_stockbuzz_Professional	editorial:stockbuzz
You better believe I'm here	Hi.	qna_stockbuzz_Professional	editorial:stockbuzz
Your boy is back	Hi.	qna_stockbuzz_Professional	editorial:stockbuzz
I am present and accounted for	Hi.	qna_stockbuzz_Professional	editorial:stockbuzz
I require sustenance	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
Hangry	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I feel peckish	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I have hunger	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I have the munchies	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I need food in my belly	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I feel a little peckish	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I need sustenance	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I could eat a horse	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I want a snack	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I want food	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I want noms	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I want some food	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I want to eat	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I'd love some food	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I need noms	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I am so hungry	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
Hunger	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
Hungry	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I am a little hungry	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I am famished	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I am feeling peckish	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I feel hungry	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I am hungry	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm craving a snack	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I am so hungry I could eat a horse	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I am starving	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I am super hungry	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I am very hungry	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I could eat	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I could eat a bear	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I am hangry	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
My tummy is rumbling	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm very hunger	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I've got the munchies	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
Me hungry	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
Me want food	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
My stomach is growling	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm a bit peckish	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
My tummy is growling	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm starving	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
Need food	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
Need food now	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
Need noms	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
Nom	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
Nom nom nom	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
Want food now	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
My stomach is rumbling	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm hungry	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
So hungry	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm craving food	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm famished	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm feeling a little hungry	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm feeling hangry	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm feeling hungry	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm super hungry	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm hangry	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm starving to death	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm hungry af	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm peckish	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm so hungry	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm so hungry I could eat a bear	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm so hungry I could eat a horse	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm a little hungry	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm feeling peckish	Maybe a snack will help.	qna_stockbuzz_Professional	editorial:stockbuzz
I am on a boat	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am engaged	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am lazy	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am liberal	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am married	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am Mexican	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am middle-aged	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am Latina	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am old	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am Korean	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am on a business trip	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am on the road	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am overweight	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am pregnant	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am religious	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am Russian	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am self-employed	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am Native American	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am in Seattle	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm a child	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am Ethiopian	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am fat	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am French	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am German	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am handsome	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am Latino	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am in a relationship	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am shy	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am in the city	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am in the country	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am Indian	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am Irish	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am Italian	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am Japanese	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am Jewish	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am Hispanic	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm a boxer	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I have the flu	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm a Baby Boomer	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm a bartender	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm a baseball fan	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm a basketball fan	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm a Bernie supporter	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am sexy	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm a blogger	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I have brothers	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm a boy	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm a bro	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm a Buddhist	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm a Capitalist	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm a carnivore	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm a cat person	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am a bartender	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I'm a Biden supporter	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am white	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am doing that	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am sick	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am single	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am skinny	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am strong	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am tall	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am underweight	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I have sisters	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am weak	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I have duel citizenship	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am young	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I have a big family	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I have a brother	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I have a cold	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I have a fever	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I have a sister	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am short	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am Vietnamese	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am a muslim	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am English	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am a Hoosier	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am a journalist	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am a lawyer	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am a liberal	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am a Libertarian	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am a game designer	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am a librarian	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am a Democrat 	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am a pagan	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am a Pisces	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am a Republican 	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am a salesman	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am a scientist	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
I am a soccer fan	Okay.	qna_stockbuzz_Professional	editorial:stockbuzz
